,admissions,answerurl,belong,central,city_id,city_name,code_enroll,county_id,county_name,department,doublehigh,dual_class,dual_class_name,f211,f985,is_logo,is_recruitment,is_top,level,level_name,name,nature,nature_name,province_id,province_name,rank,rank_type,school_id,school_type,special,type,type_name,view_month,view_month_number,view_total,view_total_number,view_week,view_week_number,view_year
77,2,https://answer.eol.cn/fillmess/index?id=616&source=zsgk_app,陕西省,2,6101,西安市,1069700,610103,碑林区,2,0,38000,双一流,1,2,1,1,2,2001,普通本科,西北大学,36000,公办,61,陕西,,,37,6000,[],5000,综合类,8w,79983,1021.2w,10211857,8643,8643,0
78,2,https://answer.eol.cn/fillmess/index?id=657&source=zsgk_app,天津市,2,1201,天津市,1006200,120101,和平区,2,0,38000,双一流,1,2,1,1,2,2001,普通本科,天津医科大学,36000,公办,12,天津,,,78,6000,[],5003,医药类,1.8w,17957,736.4w,7364464,2440,2440,0
79,2,https://answer.eol.cn/fillmess/index?id=851&source=zsgk_app,广东省,2,4403,深圳市,1059000,0,,2,0,38003,,2,2,1,1,2,2001,普通本科,深圳大学,36000,公办,44,广东,,,284,6000,[],5000,综合类,14w,140445,1470.7w,14706728,1.5w,15114,0
80,2,https://answer.eol.cn/fillmess/index?id=1418&source=zsgk_app,教育部,2,5001,重庆市,1063500,500109,北碚区,1,0,38000,双一流,1,2,1,1,2,2001,普通本科,西南大学,36000,公办,50,重庆,,,934,6000,[],5000,综合类,15.9w,159285,2079.3w,20792728,1.8w,18207,0
81,2,https://answer.eol.cn/fillmess/index?id=1295&source=zsgk_app,教育部,2,1101,北京市,1141500,110108,海淀区,1,0,38000,双一流,1,2,1,1,2,2001,普通本科,中国地质大学（北京）,36000,公办,11,北京,,,830,6000,[],5001,理工类,4.1w,41442,395.4w,3953677,4092,4092,0
82,2,https://m-view.eol.cn/h5/zsgk/answer_noresult.html?t=1111,教育部,2,6101,西安市,1071800,610116,长安区,1,0,38000,双一流,1,2,1,1,2,2001,普通本科,陕西师范大学,36000,公办,61,陕西,,,334,6000,[],5004,师范类,7.9w,78795,910.1w,9101117,8139,8139,0
83,2,https://answer.eol.cn/fillmess/index?id=681&source=zsgk_app,福建省,2,3501,福州市,1038600,350102,鼓楼区,2,0,38000,双一流,1,2,1,1,2,2001,普通本科,福州大学,36000,公办,35,福建,,,103,6000,[],5001,理工类,10.4w,103650,800w,7999982,8154,8154,0
84,2,,教育部,2,5101,成都市,1065100,510105,青羊区,1,0,38000,双一流,1,2,1,1,2,2001,普通本科,西南财经大学,36000,公办,51,四川,,,101,6000,[],5006,财经类,2.5w,25257,1105.9w,11058819,3429,3429,0
85,2,,江苏省,2,3211,镇江市,1029900,0,,2,0,38003,,2,2,1,1,2,2001,普通本科,江苏大学,36000,公办,32,江苏,,,170,6000,[],5000,综合类,3.9w,38782,609.9w,6099428,3603,3603,0
86,1,https://answer.eol.cn/fillmess/index?id=894&source=zsgk_app,教育部,2,6104,咸阳市,1071200,610403,杨陵区,1,0,38000,双一流,1,1,1,1,2,2001,普通本科,西北农林科技大学,36000,公办,61,陕西,,,332,6000,[],5002,农林类,8.9w,89121,1009.9w,10099442,9501,9501,0
87,2,https://answer.eol.cn/fillmess/index?id=686&source=zsgk_app,江西省,2,3601,南昌市,1040300,360111,青山湖区,2,0,38000,双一流,1,2,1,1,2,2001,普通本科,南昌大学,36000,公办,36,江西,,,108,6000,[],5000,综合类,13w,129573,1457w,14569680,1.5w,15291,0
88,2,https://answer.eol.cn/fillmess/index?id=1439&source=zsgk_app,广东省,2,4401,广州市,1212100,0,,2,0,38003,,2,2,1,1,2,2001,普通本科,南方医科大学,36000,公办,44,广东,,,960,6000,[],5003,医药类,8.2w,81501,580.8w,5808006,1.1w,10752,0
89,2,,教育部,2,1101,北京市,1005400,110114,昌平区,1,0,38000,双一流,1,2,1,1,2,2001,普通本科,华北电力大学,36000,公办,11,北京,,,831,6000,[],5001,理工类,3.1w,30975,766.6w,7665525,3289,3289,0
90,2,https://m-view.eol.cn/h5/zsgk/answer_noresult.html?t=1111,教育部,2,1101,北京市,1141300,110108,海淀区,1,0,38000,双一流,1,2,1,1,2,2001,普通本科,中国矿业大学（北京）,36000,公办,11,北京,,,1006,6000,[],5001,理工类,3.6w,35811,248.6w,2486071,4767,4767,0
91,2,https://m-view.eol.cn/h5/zsgk/answer_noresult.html?t=1111,广东省,2,4401,广州市,1057400,440106,天河区,2,0,38000,双一流,1,2,1,1,2,2001,普通本科,华南师范大学,36000,公办,44,广东,,,98,6000,[],5004,师范类,10.2w,102459,787.1w,7870522,1.1w,11352,0
92,2,https://answer.eol.cn/fillmess/index?id=748&source=zsgk_app,江苏省,2,3210,扬州市,1111700,0,,2,0,38003,,2,2,1,1,2,2001,普通本科,扬州大学,36000,公办,32,江苏,,,173,6000,[],5000,综合类,9.7w,96990,1483.6w,14836385,9153,9153,0
