,0,1,2,3,4,5,6
325,上海市,市辖区,91310000783608302Y001V,上海色如丹数码科技股份有限公司,染料制造,2022-01-27至2027-01-26,2022-01-26
326,上海市,市辖区,91310116323198795J001V,上海顶煦化学品有限公司,专项化学用品制造,2020-07-24至2023-07-23,2020-07-24
327,上海市,市辖区,913101157030051748001Q,普罗生物技术（上海）有限公司,有机肥料及微生物肥料制造,2022-01-10至2027-01-09,2022-01-10
328,上海市,市辖区,91310120692908115A001U,上海巴世夫化工涂料有限公司,涂料制造,2020-08-26至2023-08-25,2020-08-25
329,上海市,市辖区,91310120743782592L001V,上海亿际化工有限公司,其他基础化学原料制造,2020-08-30至2023-08-29,2020-08-29
330,上海市,市辖区,91310000666055630H001Q,佩特化工（上海）有限公司,涂料制造,2022-01-14至2027-01-13,2022-01-13
331,上海市,市辖区,913100006074157473001U,盛威科（上海）油墨有限公司,油墨及类似产品制造,2022-01-05至2027-01-04,2022-01-05
332,上海市,市辖区,91310000777120941H001U,艾仕得涂料系统（上海）有限公司,涂料制造,2022-01-04至2027-01-03,2022-01-04
333,上海市,市辖区,9131011476534741X0001P,上海雄润树脂有限公司,其他合成材料制造,2021-12-19至2026-12-18,2021-12-19
334,上海市,市辖区,9131011570348331XL001V,中钞油墨有限公司,油墨及类似产品制造,2019-12-20至2024-12-19,2019-12-20
335,上海市,市辖区,91310115607328467U001V,上海凯密特尔化学品有限公司,专项化学用品制造,2020-07-27至2025-07-26,2020-07-27
336,上海市,市辖区,91310114703439095P001P,上海宝荃塑料有限公司,初级形态塑料及合成树脂制造,2021-12-15至2026-12-14,2021-12-15
337,上海市,市辖区,91310000607383001R001P,湛新树脂（上海）有限公司,初级形态塑料及合成树脂制造,2022-01-01至2026-12-31,2021-12-22
338,上海市,市辖区,913101051322757351002P,上海树脂厂有限公司有机硅分厂,初级形态塑料及合成树脂制造,2021-12-20至2026-12-19,2021-12-20
339,上海市,市辖区,913101166317166038001X,上海平海涂料有限公司,涂料制造,2021-12-17至2026-12-16,2021-12-17
340,上海市,市辖区,91310116558803486P001Y,上海普利特化工新材料有限公司,合成纤维单(聚合)体制造,2021-12-21至2026-12-20,2021-12-17
341,上海市,市辖区,91310000607412968X001Q,昆仑涂料（上海）有限公司,涂料制造,2021-12-17至2026-12-16,2021-12-17
342,上海市,市辖区,91310000607339123C001P,埃肯有机硅（上海）有限公司,初级形态塑料及合成树脂制造,2021-12-08至2026-12-07,2021-12-08
343,上海市,市辖区,91310000710936620B001P,上海联恒异氰酸酯有限公司,有机化学原料制造,2021-12-09至2026-12-08,2021-12-09
344,上海市,市辖区,913100005931521484001W,理研亚西亚香料（上海）有限公司,香料、香精制造,2020-12-26至2023-12-25,2020-12-25
345,上海市,市辖区,91310115751494902Y001P,上海元邦化工制造有限公司,初级形态塑料及合成树脂制造,2022-01-01至2026-12-31,2022-01-01
346,上海市,市辖区,91310000607333426B001V,上海索理思特种化学品有限公司,专项化学用品制造,2020-07-31至2023-07-30,2020-07-31
347,上海市,市辖区,91310000580625903L001P,上海申星化工有限公司漕泾分公司,有机化学原料制造,2020-08-28至2023-08-27,2020-08-28
348,上海市,市辖区,913100007575731857001U,富林特油墨（上海）有限公司,油墨及类似产品制造,2021-12-02至2026-12-01,2021-12-02
349,上海市,市辖区,91310000607309645R001U,上海维格拉印刷器材有限公司,油墨及类似产品制造,2021-12-02至2026-12-01,2021-12-02
350,上海市,市辖区,913100005619271483001W,上海好林化学有限公司,专项化学用品制造,2020-08-24至2023-08-23,2020-08-24
351,上海市,市辖区,91310115555953323T001Y,上海迪瑟克化工有限公司,其他专用化学产品制造,2020-07-27至2025-07-26,2020-07-27
352,上海市,市辖区,9131000075430334XT001Y,马肯依玛士（上海）标识科技有限公司,油墨及类似产品制造,2021-12-02至2026-12-01,2021-12-01
353,上海市,市辖区,913101157878429486001V,上海创丰特殊树脂有限公司,涂料制造,2020-08-21至2025-08-20,2020-08-21
354,上海市,市辖区,91310120691558379E001P,东胜化学（上海）有限公司,初级形态塑料及合成树脂制造,2022-01-01至2026-12-31,2021-11-29
355,上海市,市辖区,91310000607423018L001Q,上海赐保康农业技术有限公司,有机肥料及微生物肥料制造,2021-11-19至2026-11-18,2021-11-19
356,上海市,市辖区,913101207529270365001W,上海美格斯涂料有限公司,涂料制造,2020-08-28至2023-08-27,2020-08-27
357,上海市,市辖区,913101167630377093001V,上海金狮化工有限公司,专项化学用品制造,2021-11-15至2026-11-14,2021-11-15
358,上海市,市辖区,91310112630573647C001U,上海拜伦化工有限公司,涂料制造,2020-08-24至2023-08-23,2020-08-24
359,上海市,市辖区,91310114734057372G001P,上海楚艺佳有机硅材料有限公司,其他合成材料制造,2021-12-15至2026-12-14,2021-11-12
360,上海市,市辖区,9131000075384446XF001P,上海博立尔化工有限公司,初级形态塑料及合成树脂制造,2021-12-15至2026-12-14,2021-11-12
361,上海市,市辖区,91310000691624348J001P,三菱瓦斯化学工程塑料（上海）有限公司,初级形态塑料及合成树脂制造,2022-01-01至2026-12-31,2021-11-12
362,上海市,市辖区,913101166778693575001V,上海仙佳化工有限公司,化学试剂和助剂制造,2020-08-24至2023-08-23,2020-08-24
363,上海市,市辖区,913101166988249167001W,上海东睿化学有限公司,其他专用化学产品制造,2020-07-24至2023-07-23,2020-07-24
364,上海市,市辖区,91310116566563515F001Q,上海甘田光学材料有限公司,其他专用化学产品制造,2020-08-24至2023-08-23,2020-08-24
365,上海市,市辖区,91310000733344636F001Y,上海良田化工有限公司,化学试剂和助剂制造,2020-07-24至2023-07-23,2020-07-24
366,上海市,市辖区,91310000607395336K001P,上海金森石油树脂有限公司,初级形态塑料及合成树脂制造,2021-11-10至2026-11-09,2021-11-10
367,上海市,市辖区,91310000596423505P001P,上海中石化三井弹性体有限公司,合成橡胶制造,2022-01-01至2026-12-31,2021-11-08
368,上海市,市辖区,9131000060742212X5001P,上纬新材料科技股份有限公司,初级形态塑料及合成树脂制造,2021-11-05至2026-11-04,2021-11-05
369,上海市,市辖区,91310117607493083C001P,上海科捷佳实业有限公司,化学农药制造,2021-11-05至2026-11-04,2021-11-05
370,上海市,市辖区,91310120740599477Y001X,上海欧尚涂料制造有限公司,涂料制造,2020-08-28至2023-08-27,2020-08-27
371,上海市,市辖区,913101207514551021001Q,上海阿宝实业有限公司,涂料制造,2020-08-19至2023-08-18,2020-08-18
372,上海市,市辖区,91310000754768366J002V,生工生物工程（上海）股份有限公司,专项化学用品制造,2020-08-30至2023-08-29,2020-08-29
373,上海市,市辖区,913100007294697511001V,多玛得（上海）精细化工有限公司,工业颜料制造,2020-08-30至2023-08-29,2020-08-29
374,上海市,市辖区,9131011763163443XD001P,上海罗万科技发展有限公司,有机化学原料制造,2020-08-30至2023-08-29,2020-08-29
375,上海市,市辖区,913101171341611415001V,上海民乐化工有限公司,无机盐制造,2020-08-30至2023-08-29,2020-08-29
376,上海市,市辖区,913101165680216056001Q,上海欣旭化工有限公司,涂料制造,2021-11-03至2026-11-02,2021-11-03
377,上海市,市辖区,913101165964675163001Q,上海科罗纳精细化工有限公司,涂料制造,2020-07-24至2023-07-23,2020-07-24
378,上海市,市辖区,91310116789545365M001P,上海联乐化工科技有限公司,初级形态塑料及合成树脂制造,2021-11-01至2026-10-31,2021-11-01
379,上海市,市辖区,9131011669015601XD001Q,上海葆钰实业有限公司,涂料制造,2021-11-01至2026-10-31,2021-11-01
380,上海市,市辖区,913100007766625624001U,上海小鸟油漆有限公司,涂料制造,2021-11-01至2026-10-31,2021-11-01
381,上海市,市辖区,91310000575801407A001U,上海磐彩环保科技股份有限公司,涂料制造,2021-11-01至2026-10-31,2021-11-01
382,上海市,市辖区,91310116666005377Y001U,上海巩邦印刷材料有限公司,油墨及类似产品制造,2020-07-24至2023-07-23,2020-07-24
383,上海市,市辖区,91310116596405964U001U,上海华侠化工科技有限公司,涂料制造,2020-07-24至2023-07-23,2020-07-24
384,上海市,市辖区,9131000075382010XU001C,中天科盛（上海）企业发展股份有限公司,合成橡胶制造,2020-08-27至2023-08-26,2020-08-27
385,上海市,市辖区,913101166987956767001Q,上海峰彩实业有限公司,涂料制造,2020-07-24至2023-07-23,2020-07-24
386,上海市,市辖区,91310116666051437A001U,上海博歌建材有限公司,涂料制造,2020-07-24至2023-07-23,2020-07-24
387,上海市,市辖区,913101167034834402001U,上海景江化工有限公司,涂料制造,2020-07-24至2023-07-23,2020-07-24
388,上海市,市辖区,91310116674631220X001U,上海三恩化工有限公司,涂料制造,2020-07-24至2023-07-23,2020-07-24
389,上海市,市辖区,91310000598148906R001X,享居派（上海）科技股份有限公司,涂料制造,2020-08-24至2023-08-23,2020-08-24
390,上海市,市辖区,913100007653320582002U,上海奇想青晨新材料科技股份有限公司,其他专用化学产品制造,2020-08-28至2023-08-27,2020-08-28
391,上海市,市辖区,913100007752385084001U,上海成宙化工有限公司,环境污染处理专用药剂材料制造,2020-08-24至2023-08-23,2020-08-24
392,上海市,市辖区,91310000662435089J001V,科凯精细化工（上海）有限公司,专项化学用品制造,2020-08-28至2023-08-27,2020-08-28
393,上海市,市辖区,91310116698762153J001V,上海宏韵新型建材有限公司,专项化学用品制造,2020-08-21至2023-08-20,2020-08-21
394,上海市,市辖区,91310000607398529W001V,上海佳和化学有限公司,化学试剂和助剂制造,2021-10-30至2026-10-29,2021-10-29
395,上海市,市辖区,91310120695784816K001Q,西卡德高（上海）建材有限公司,涂料制造,2020-08-25至2023-08-24,2020-08-24
396,上海市,市辖区,91310000771471345C001U,上海爱勒化工有限公司,油墨及类似产品制造,2020-08-30至2023-08-29,2020-08-29
397,上海市,市辖区,91310000682263886E001Q,沪宝新材料科技（上海）股份有限公司,涂料制造,2021-10-29至2026-10-28,2021-10-29
398,上海市,市辖区,913101147032064356001P,上海海顿塑胶有限公司,初级形态塑料及合成树脂制造,2020-08-29至2023-08-28,2020-08-28
399,上海市,市辖区,913101201321235391001R,上海新利涂料有限公司,涂料制造,2020-11-14至2023-11-13,2020-11-13
400,上海市,市辖区,91310000598168405R002P,氰特工程材料（上海）有限公司,其他合成材料制造,2020-08-30至2023-08-29,2020-08-29
401,上海市,市辖区,913101207442214985001V,上海中锂实业有限公司,专项化学用品制造,2020-08-26至2023-08-25,2020-08-25
402,上海市,市辖区,91310114753159892X001V,上海康复特生物化学有限公司,专项化学用品制造,2020-07-23至2023-07-22,2020-07-23
403,上海市,市辖区,91310120742687032D001Q,上海香榭丽涂料有限公司,涂料制造,2021-10-30至2026-10-29,2021-10-29
404,上海市,市辖区,91310120743780378B001Q,上海振泰新材料科技有限公司,涂料制造,2020-12-03至2023-12-02,2020-12-02
405,上海市,市辖区,9131000056313669XX001C,琦丽（上海）塑粉有限公司,涂料制造,2020-08-28至2023-08-27,2020-08-27
406,上海市,市辖区,91310116754770802M001Z,上海澎博钛白粉有限公司,工业颜料制造,2021-10-26至2026-10-25,2021-10-26
407,上海市,市辖区,91310120134046856R001P,上海同瑞生物科技有限公司,生物化学农药及微生物农药制造,2020-08-28至2023-08-27,2020-08-27
408,上海市,市辖区,913101167411659969001W,上海麦伦日化有限公司,专项化学用品制造,2021-10-25至2026-10-24,2021-10-25
409,上海市,市辖区,9131011679701269X0001Q,万果新材料科技（上海）有限公司,其他专用化学产品制造,2021-10-25至2026-10-24,2021-10-25
410,上海市,市辖区,91310115797056414C001V,上海拱极化学有限公司,无机盐制造,2020-07-27至2025-07-26,2020-07-27
411,上海市,市辖区,913100007385256042001Q,麦加芯彩新材料科技(上海)股份有限公司,涂料制造,2020-08-28至2023-08-27,2020-08-28
412,上海市,市辖区,913101157793370013001V,中国石化催化剂有限公司上海分公司（卫五北路）,化学试剂和助剂制造,2020-08-28至2023-08-27,2020-08-28
413,上海市,市辖区,913101136810128070001U,上海宝平建材有限公司,涂料制造,2020-07-24至2023-08-23,2020-07-24
414,上海市,市辖区,91310113748081568M001U,上海雄耐建筑材料有限公司,涂料制造,2020-07-24至2023-07-23,2020-07-24
415,上海市,市辖区,91310107832399675T001Q,上海万城防伪油墨有限公司长征分公司,油墨及类似产品制造,2020-09-01至2023-08-31,2020-09-01
416,上海市,市辖区,913101175587973547001W,上海雷鸟涂料有限公司,涂料制造,2020-07-24至2023-07-23,2020-07-24
417,上海市,市辖区,913101175500604112001Y,上海刘冬建筑装潢材料有限公司,涂料制造,2020-07-24至2023-07-23,2020-07-24
418,上海市,市辖区,913100006073178728001V,陶氏有机硅（上海）有限公司,化学试剂和助剂制造,2021-09-28至2026-09-27,2021-09-28
419,上海市,市辖区,913100005631235738001Q,上海昭和电子化学材料有限公司,环境污染处理专用药剂材料制造,2021-09-22至2026-09-21,2021-09-22
420,上海市,市辖区,913100001333857921001V,上海卡博特化工有限公司,化学试剂和助剂制造,2020-08-25至2023-08-24,2020-08-25
421,上海市,市辖区,9131000060731126XD001Q,上海祥乐田村电化工业有限公司,其他专用化学产品制造,2021-09-18至2026-09-17,2021-09-18
422,上海市,市辖区,91310230312429260H001Y,上海骏懿香精香料有限公司,香料、香精制造,2021-09-18至2026-09-17,2021-09-18
423,上海市,市辖区,913101147557198576001Q,浩力森涂料（上海）有限公司,涂料制造,2020-07-22至2023-07-21,2020-07-22
424,上海市,市辖区,91310114746169240Q001Q,北新月皇地坪材料（上海）有限公司,涂料制造,2020-08-20至2023-08-19,2020-08-20
425,上海市,市辖区,913100006072615065001Q,上海古雷马化轻有限公司,涂料制造,2020-08-04至2023-08-03,2020-08-04
426,上海市,市辖区,913101147294485207001Q,上海时佳涂料有限公司,涂料制造,2020-08-04至2023-08-03,2020-08-04
427,上海市,市辖区,913100007030013092001U,上海贝通色彩科技有限公司,油墨及类似产品制造,2020-08-20至2023-08-19,2020-08-20
428,上海市,市辖区,91310000739785555E001Q,上海国丽粉体涂料有限公司,涂料制造,2020-07-22至2023-07-21,2020-07-22
429,上海市,市辖区,91310114746198906Y001V,上海天泽化工有限公司,专项化学用品制造,2020-07-31至2023-07-30,2020-07-31
430,上海市,市辖区,91310113557484292A001U,上海华染涂料科技有限公司,涂料制造,2020-07-31至2025-07-30,2020-07-31
431,上海市,市辖区,9131000074725755XQ001Q,西卡汽车（上海）有限公司,其他专用化学产品制造,2020-08-01至2023-07-31,2020-08-01
432,上海市,市辖区,91310000MA1HYANF6G001Q,特柯涂料（上海）有限公司,涂料制造,2021-08-19至2026-08-18,2021-08-18
433,上海市,市辖区,91310117797056350B001P,上海绿泽生物科技有限责任公司,化学农药制造,2021-08-19至2026-08-18,2021-08-18
434,上海市,市辖区,913100006072512525001V,迈伯仕化学建材（中国）有限公司,专项化学用品制造,2020-08-20至2025-08-19,2020-08-20
435,上海市,市辖区,91310114093688384C001W,上海嘉盛节能科技有限公司,涂料制造,2020-08-04至2023-08-03,2020-08-04
436,上海市,市辖区,91310114703360301N001Q,上海里德化工有限公司,涂料制造,2020-08-04至2023-08-03,2020-08-04
437,上海市,市辖区,91310114630639300D001Q,上海佳吉粉末涂装有限公司,涂料制造,2020-07-22至2023-07-21,2020-07-22
438,上海市,市辖区,91310114778920238P001Q,上海波什尔涂料有限公司,涂料制造,2020-07-22至2023-07-21,2020-07-22
439,上海市,市辖区,91310120791401694H001U,上海古象化工科技发展有限公司,涂料制造,2020-08-26至2023-08-25,2020-08-25
440,上海市,市辖区,91310114631238867A001U,上海开楷科技有限公司,油墨及类似产品制造,2020-07-23至2023-07-22,2020-07-23
441,上海市,市辖区,91310114350956336N002U,上海嘉彤粉末涂料有限公司,涂料制造,2020-08-21至2023-08-20,2020-08-21
442,上海市,市辖区,91310114749566970T001U,上海御龙新型防水材料有限公司,涂料制造,2020-07-23至2023-07-22,2020-07-23
443,上海市,市辖区,91310116MA1JA91F4Y001U,上海岩皇环保科技有限公司,涂料制造,2021-07-14至2026-07-13,2021-07-14
444,上海市,市辖区,91310000566538993R001V,立邦工业涂料（上海）有限公司,涂料制造,2021-07-12至2026-07-11,2021-07-12
445,上海市,市辖区,91310120685460500Q001P,上海保立佳新材料有限公司,初级形态塑料及合成树脂制造,2021-06-01至2026-05-31,2021-05-31
446,上海市,市辖区,91310117332588648X001V,上海加新生物科技有限公司,专项化学用品制造,2020-08-20至2023-08-19,2020-08-20
447,上海市,市辖区,91310115607258729K002P,富美实（上海）农业科技有限公司,化学农药制造,2021-01-01至2025-12-31,2020-12-25
448,上海市,市辖区,91310000774323671U001P,上海万溯药业有限公司,有机化学原料制造,2021-05-22至2026-05-21,2021-05-21
449,上海市,市辖区,91310116MA1J8LFB24001Q,上海又冉生态农业科技有限公司,有机肥料及微生物肥料制造,2021-05-19至2026-05-18,2021-05-19
450,上海市,市辖区,9131011613215268X1001X,上海欣鑫化工有限公司,化学试剂和助剂制造,2021-03-16至2026-03-15,2021-03-16
451,上海市,市辖区,913101137557067147001U,上海海隆赛能新材料有限公司,涂料制造,2020-09-01至2023-08-31,2020-09-01
452,上海市,市辖区,91310115667846039J001Q,上海森农环保科技有限公司,有机肥料及微生物肥料制造,2020-07-24至2023-07-23,2020-07-24
453,上海市,市辖区,9131011678281805XQ001Q,上海瑞年精细化工有限公司,其他专用化学产品制造,2020-08-24至2023-08-23,2020-08-24
454,上海市,市辖区,913101205559065001001Q,上海超晖建材有限公司,涂料制造,2021-02-26至2026-02-25,2021-02-26
455,上海市,市辖区,913101133327464822001Q,岩壁（上海）涂料有限公司,涂料制造,2021-02-26至2026-02-25,2021-02-26
456,上海市,市辖区,9131000060740559X9001V,上海麦斯特建工高科技建筑化工有限公司,专项化学用品制造,2020-08-19至2023-08-18,2020-08-19
457,上海市,市辖区,91310117585203937L001U,上海夺冠化工科技有限公司,涂料制造,2021-02-25至2024-02-24,2021-02-25
458,上海市,市辖区,91310000797074727U001V,优尔稀聚合物（中国）有限公司,其他专用化学产品制造,2020-08-01至2023-07-31,2020-08-01
459,上海市,市辖区,913100001333659275001P,上海群力化工有限公司,化学农药制造,2021-01-01至2025-12-31,2020-12-28
460,上海市,市辖区,91310116631008789D001P,上海石化联新催化剂研究所有限公司,化学试剂和助剂制造,2020-08-27至2023-08-26,2020-08-27
461,上海市,市辖区,913101165647758994001V,上海沃凯生物技术有限公司,化学试剂和助剂制造,2020-08-21至2023-08-20,2020-08-21
462,上海市,市辖区,913101145618905766001Q,上海德粼水性油墨有限公司,油墨及类似产品制造,2020-08-24至2023-08-23,2020-08-24
463,上海市,市辖区,913101157664518251001V,康达特(上海）化学制品有限公司,专项化学用品制造,2020-08-01至2023-07-31,2020-08-01
464,上海市,市辖区,913100001321244277002P,上海恒业分子筛股份有限公司楚华路,其他合成材料制造,2020-12-31至2023-12-30,2020-12-30
465,上海市,市辖区,91310000671175362Y001Q,迪芘油墨（上海）有限公司,油墨及类似产品制造,2020-07-24至2023-07-23,2020-07-24
466,上海市,市辖区,91310000739797855M001P,上海禾本药业股份有限公司,化学农药制造,2021-01-01至2025-12-31,2020-12-28
467,上海市,市辖区,913101167492780716001T,上海深日化工有限公司,油墨及类似产品制造,2020-08-27至2023-08-26,2020-08-27
468,上海市,市辖区,9131011735076166XU001Q,上海美幻实业有限公司,涂料制造,2020-12-24至2023-12-23,2020-12-24
469,上海市,市辖区,9131011279272759XF001X,上海环综实业有限公司,其他专用化学产品制造,2020-12-22至2023-12-21,2020-12-22
470,上海市,市辖区,913101125630920170001W,上海柏亦新材料科技有限公司,油墨及类似产品制造,2020-12-18至2023-12-17,2020-12-18
471,上海市,市辖区,913101147664637543002Q,上海顺威环保科技有限公司（德力西路分厂）,油墨及类似产品制造,2020-08-21至2023-08-20,2020-08-21
472,上海市,市辖区,91310113069339635L001X,上海翔川油墨有限公司,油墨及类似产品制造,2020-08-04至2023-08-03,2020-08-04
473,上海市,市辖区,913101167030246158001U,上海乘鹰新材料有限公司,涂料制造,2020-07-24至2023-07-23,2020-07-24
474,上海市,市辖区,91310000795685161D001U,鸥哈希化学工业（上海）有限公司,涂料制造,2020-07-24至2023-07-23,2020-07-23
475,上海市,市辖区,9131011670334431XQ001X,上海汉中涂料有限公司,涂料制造,2020-07-24至2023-07-23,2020-07-24
476,上海市,市辖区,913101165601545691001Q,上海正欧实业有限公司,涂料制造,2020-08-27至2023-08-26,2020-08-27
477,上海市,市辖区,91310116776299281W001U,上海斯典化工有限公司,涂料制造,2020-07-24至2023-07-23,2020-07-24
478,上海市,市辖区,913100007653320582001Q,上海奇想青晨新材料科技股份有限公司（南亭公路）,涂料制造,2020-07-24至2023-07-23,2020-07-24
479,上海市,市辖区,91310115133560124C001W,上海高桥大同净水材料有限公司,专项化学用品制造,2020-10-23至2023-10-22,2020-10-23
480,上海市,市辖区,913101071329303066001U,上海曹杨建筑粘合剂厂,其他专用化学产品制造,2020-09-01至2023-08-31,2020-08-29
481,上海市,市辖区,91310114745609646A001U,上海豪士环境化学品有限公司,涂料制造,2020-08-28至2023-08-27,2020-08-28
482,上海市,市辖区,913100007178655463001P,上海中石化三井化工有限公司,有机化学原料制造,2020-08-28至2023-08-27,2020-08-28
483,上海市,市辖区,913101165559686210001V,上海东大化学有限公司,专项化学用品制造,2020-08-28至2023-08-27,2020-08-28
484,上海市,市辖区,913100007970214069001V,飞赛提（中国）聚合物有限公司,其他专用化学产品制造,2020-08-28至2023-08-27,2020-08-28
485,上海市,市辖区,91310000607384549A001U,理想（上海）印刷器材有限公司,油墨及类似产品制造,2020-08-29至2023-08-28,2020-08-28
486,上海市,市辖区,91310116586831150K001V,中轻日化科技有限公司,专项化学用品制造,2020-08-28至2023-08-27,2020-08-28
487,上海市,市辖区,91310116755725069P001V,上海欣年石化助剂有限公司,化学试剂和助剂制造,2020-08-28至2023-08-27,2020-08-28
488,上海市,市辖区,913101167878670964001V,上海发凯化工有限公司,专项化学用品制造,2020-08-28至2023-08-27,2020-08-28
489,上海市,市辖区,91310116662495241T001P,上海抚佳精细化工有限公司,有机化学原料制造,2020-08-28至2023-08-27,2020-08-28
490,上海市,市辖区,913101167569681185001P,上海春宝化工有限公司,有机化学原料制造,2020-08-28至2023-08-27,2020-08-28
491,上海市,市辖区,91310120632159917T001Q,上海卡洛油墨有限公司,油墨及类似产品制造,2020-08-29至2023-08-28,2020-08-28
492,上海市,市辖区,91310115550048439A001U,上海世壮新能源科技有限公司,其他专用化学产品制造,2020-08-26至2023-08-25,2020-08-26
493,上海市,市辖区,91310120729470197G001U,上海鑫宝漆业有限公司,涂料制造,2020-08-28至2023-08-27,2020-08-27
494,上海市,市辖区,91310120055916059L001V,上海舜雅化工有限公司,化学试剂和助剂制造,2020-08-28至2023-08-27,2020-08-27
495,上海市,市辖区,913101155631437857001X,上海常荣新材料有限公司,涂料制造,2020-08-24至2023-08-23,2020-08-24
496,上海市,市辖区,91310115582101302F001U,上海归鸿实业有限公司,涂料制造,2020-08-21至2023-08-20,2020-08-21
497,上海市,市辖区,913101157639831057001U,上海维港精细化工有限公司,其他专用化学产品制造,2020-08-21至2023-08-20,2020-08-21
498,上海市,市辖区,91310115630309678X001Q,上海考雷精细化工有限公司,涂料制造,2020-08-21至2023-08-20,2020-08-21
499,上海市,市辖区,91310120630921146L001Q,上海申峰涂料制造有限公司,涂料制造,2020-08-26至2023-08-25,2020-08-25
500,上海市,市辖区,91310120759577374U001U,上海澳凡涂料有限公司,涂料制造,2020-08-26至2023-08-25,2020-08-25
501,上海市,市辖区,91310120132126692W001Q,上海运来涂料有限公司,涂料制造,2020-08-26至2023-08-25,2020-08-25
502,上海市,市辖区,91310112749565476W001Q,上海驰彩油墨有限公司,油墨及类似产品制造,2020-08-24至2023-08-23,2020-08-24
503,上海市,市辖区,91310112607207809X001V,亨斯迈聚氨酯（中国）有限公司,专项化学用品制造,2020-08-24至2023-08-23,2020-08-24
504,上海市,市辖区,9131023074494547X7001U,上海康堡有机肥料有限公司,有机肥料及微生物肥料制造,2020-08-24至2023-08-23,2020-08-24
505,上海市,市辖区,913102305542776858001W,上海聚源有机肥有限公司,有机肥料及微生物肥料制造,2020-08-24至2023-08-23,2020-08-24
506,上海市,市辖区,91310114320798402Y001U,上海技荐实业有限公司,涂料制造,2020-08-24至2023-08-23,2020-08-24
507,上海市,市辖区,91310116132271355D001V,上海多纶化工有限公司,专项化学用品制造,2020-08-24至2023-08-23,2020-08-24
508,上海市,市辖区,9131000067117073X2001Y,海罗索斯净水科技（上海）有限公司,专项化学用品制造,2020-08-24至2023-08-23,2020-08-24
509,上海市,市辖区,92310230MA1M4C6E6R001Q,上海市崇明县中亚涂料厂,涂料制造,2020-08-31至2023-08-30,2020-08-31
510,上海市,市辖区,91310230MA1JXMGAXK001W,上海体普工贸有限公司崇明分公司,涂料制造,2020-08-31至2023-08-30,2020-08-31
511,上海市,市辖区,91310000669375031C001P,欧诺法化学（上海）有限公司,合成橡胶制造,2020-08-25至2023-08-24,2020-08-25
512,上海市,市辖区,91310000552936923K001W,不二精细化工（上海）有限公司,其他基础化学原料制造,2020-08-21至2023-08-20,2020-08-21
513,上海市,市辖区,913100007970037421001V,上海豪胜化工科技有限公司,化学试剂和助剂制造,2020-08-21至2023-08-20,2020-08-21
514,上海市,市辖区,91310114133618648E001V,上海白熊药业有限公司,香料、香精制造,2020-08-21至2023-08-20,2020-08-21
515,上海市,市辖区,913100006073673860001Y,上海基成达申防水材料有限公司,涂料制造,2020-08-20至2023-08-19,2020-08-20
516,上海市,市辖区,91310000749257721N001Q,凯钛建材（上海）有限公司,涂料制造,2020-08-20至2023-08-19,2020-08-20
517,上海市,市辖区,913102303987679216001P,上海越大节能科技有限公司,有机化学原料制造,2020-08-19至2023-08-18,2020-08-19
518,上海市,市辖区,91310000695837842P001Q,上海藤仓化成涂料有限公司,涂料制造,2020-08-19至2023-08-18,2020-08-18
519,上海市,市辖区,913101141336276593001V,上海市嘉定区泡化碱厂,无机盐制造,2020-08-07至2023-08-06,2020-08-07
520,上海市,市辖区,91310117687348635T001P,上海鹤城高分子科技有限公司,初级形态塑料及合成树脂制造,2020-08-06至2023-08-05,2020-08-05
521,上海市,市辖区,913101205981055000001V,上海鸿鹄化工科技有限公司,涂料制造,2020-08-02至2023-08-01,2020-08-01
522,上海市,市辖区,91310000MA1HQFPC4J001Q,钛阳化学新材料（上海）有限公司,油墨及类似产品制造,2020-08-01至2023-07-31,2020-08-01
523,上海市,市辖区,91310116690180490E001V,上海邦高化学有限公司,专项化学用品制造,2020-07-24至2023-07-23,2020-07-24
524,上海市,市辖区,91310116062556952D001V,上海浦景化工新材料有限公司,专项化学用品制造,2020-07-24至2023-07-23,2020-07-24
525,上海市,市辖区,91310000773263208R001U,东来涂料技术（上海）股份有限公司,涂料制造,2020-07-25至2023-07-24,2020-07-24
526,上海市,市辖区,91310116752477143K001Q,上海立克兴涂料有限公司,涂料制造,2020-07-24至2023-07-23,2020-07-24
527,上海市,市辖区,91310112690100825M001P,上海泾维化工科技有限公司,有机化学原料制造,2020-07-24至2023-07-23,2020-07-24
528,上海市,市辖区,91310115607248408M001U,上海白云三和感光材料有限公司,医学生产用信息化学品制造,2020-07-27至2023-07-26,2020-07-27
529,上海市,市辖区,91310115758575940J001Q,上海汇丽涂料有限公司,涂料制造,2020-07-27至2023-07-26,2020-07-27
530,上海市,市辖区,91310115674585316P001V,立邦（上海）化工有限公司,专项化学用品制造,2020-07-27至2023-07-26,2020-07-27
531,上海市,市辖区,91310000550005586A001U,美凯威奇（上海）新材料科技有限公司,涂料制造,2020-07-24至2023-07-23,2020-07-24
532,上海市,市辖区,91310114776670853Y001Q,上海罗格涂料有限公司,涂料制造,2020-07-24至2023-07-23,2020-07-23
533,上海市,市辖区,91310114631538659U001V,上海赛博化工有限公司,化学试剂和助剂制造,2020-07-23至2023-07-22,2020-07-23
534,上海市,市辖区,9131011463080672X8001P,上海洪大化工原料有限公司,涂料制造,2020-07-23至2023-07-22,2020-07-23
